Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isol_growth_condt,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,locus_tag_prefix,num_replicons,Organism,Platform,project_name,ref_biomaterial,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study,Strain
DRR272540,WGS,302,554634476,PRJDB11170,SAMD00278476,MIGS.ba.human-associated,235811281,NIID,2018-10-12,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,DRX262124,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1255,PAIRED,RANDOM,GENOMIC,JARBOU1255,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278476,JARB-OU1255,DRP008386,JARB-OU1255
DRR272542,WGS,302,277647324,PRJDB11170,SAMD00278478,MIGS.ba.human-associated,117097646,NIID,2018-10-15,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,DRX262126,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1257,PAIRED,RANDOM,GENOMIC,JARBOU1257,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278478,JARB-OU1257,DRP008386,JARB-OU1257
DRR272544,WGS,302,646871316,PRJDB11170,SAMD00278480,MIGS.ba.human-associated,276822425,NIID,2018-10-17,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,DRX262128,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1259,PAIRED,RANDOM,GENOMIC,JARBOU1259,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:10:00Z,1,SAMD00278480,JARB-OU1259,DRP008386,JARB-OU1259
DRR272545,WGS,302,447858450,PRJDB11170,SAMD00278481,MIGS.ba.human-associated,190764648,NIID,2018-10-24,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262129,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1260,PAIRED,RANDOM,GENOMIC,JARBOU1260,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278481,JARB-OU1260,DRP008386,JARB-OU1260
DRR272547,WGS,302,325863134,PRJDB11170,SAMD00278483,MIGS.ba.human-associated,138781849,NIID,2018-10-25,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,DRX262131,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1262,PAIRED,RANDOM,GENOMIC,JARBOU1262,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278483,JARB-OU1262,DRP008386,JARB-OU1262
DRR272549,WGS,302,304849672,PRJDB11170,SAMD00278485,MIGS.ba.human-associated,120173677,NIID,2018-10-29,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,DRX262133,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1264,PAIRED,RANDOM,GENOMIC,JARBOU1264,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278485,JARB-OU1264,DRP008386,JARB-OU1264
DRR272551,WGS,302,399889978,PRJDB11170,SAMD00278487,MIGS.ba.human-associated,168950015,NIID,2018-11-01,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,DRX262135,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1266,PAIRED,RANDOM,GENOMIC,JARBOU1266,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278487,JARB-OU1266,DRP008386,JARB-OU1266
DRR272554,WGS,302,381242686,PRJDB11170,SAMD00278490,MIGS.ba.human-associated,161764554,NIID,2018-11-09,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,DRX262138,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1269,PAIRED,RANDOM,GENOMIC,JARBOU1269,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:09:00Z,1,SAMD00278490,JARB-OU1269,DRP008386,JARB-OU1269
DRR272556,WGS,302,484090598,PRJDB11170,SAMD00278492,MIGS.ba.human-associated,207283051,NIID,2018-11-26,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,DRX262140,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1271,PAIRED,RANDOM,GENOMIC,JARBOU1271,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278492,JARB-OU1271,DRP008386,JARB-OU1271
DRR272558,WGS,302,509253842,PRJDB11170,SAMD00278494,MIGS.ba.human-associated,215694860,NIID,2018-12-18,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,DRX262142,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1273,PAIRED,RANDOM,GENOMIC,JARBOU1273,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:07:00Z,1,SAMD00278494,JARB-OU1273,DRP008386,JARB-OU1273
DRR272560,WGS,302,398017578,PRJDB11170,SAMD00278496,MIGS.ba.human-associated,170583455,NIID,2012-09-06,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,DRX262144,Japan,Asia,Japan:Nagano,Homo sapiens,HiSeq X Five,missing,36.294843 N 138.356049 E,JARB-OU1275,PAIRED,RANDOM,GENOMIC,JARBOU1275,missing,Staphylococcus aureus,ILLUMINA,CA-MRSA surveillance with MML in Japan,missing,2022-04-08T00:00:00Z,2022-04-04T13:08:00Z,1,SAMD00278496,JARB-OU1275,DRP008386,JARB-OU1275

